timestamp,container_id,shipment_id,commodity,origin,destination,latitude,longitude,temperature,humidity,vibration,pressure,battery_level,door_status,light_detected,gps_speed,spoilage_index,sensor_status,alert_level
2026-07-09 15:57:03,CNT018,SHP1038,Apples,Hyderabad,Mumbai,17.20861,78.65868,2.61,86.06,1.01,1015.0,84,Open,True,60.11,0.26,Healthy,Normal
2026-07-09 15:57:08,CNT012,SHP1039,Avocados,Hyderabad,Chennai,17.47527,78.66127,7.85,92.19,0.27,1010.0,81,Open,True,64.99,0.22,Faulty,Normal
2026-07-09 15:57:13,CNT011,SHP1040,Tomatoes,Bengaluru,Delhi,12.90383,77.77659,15.37,70.69,0.14,1012.46,80,Closed,False,54.19,0.17,Healthy,Normal
2026-07-09 15:57:18,CNT014,SHP1041,Oranges,Vizag,Mumbai,17.44845,83.16585,5.24,89.31,0.33,1018.53,87,Closed,False,52.53,0.11,Healthy,Normal
2026-07-09 15:57:23,CNT017,SHP1042,Grapes,Vizag,Mumbai,17.5444,83.03339,2.6,90.88,1.51,1002.77,86,Closed,False,50.45,0.31,Healthy,Warning
2026-07-09 15:57:28,CNT007,SHP1043,Apples,Hyderabad,Chennai,17.63407,78.55119,0.15,87.26,1.31,1011.26,67,Closed,False,7.33,0.4,Healthy,Warning
2026-07-09 15:57:33,CNT001,SHP1044,Mangoes,Pune,Kolkata,18.33671,73.79472,9.17,88.34,0.84,997.84,85,Closed,False,77.2,0.28,Healthy,Normal
2026-07-09 15:57:38,CNT017,SHP1045,Tomatoes,Hyderabad,Chennai,17.30479,78.6243,17.5,80.02,0.97,1001.2,91,Closed,False,30.75,0.43,Faulty,Warning
2026-07-09 15:57:43,CNT025,SHP1046,Bananas,Pune,Kolkata,18.64242,73.98412,12.66,80.97,0.55,1002.99,82,Closed,False,10.98,0.23,Healthy,Normal
2026-07-09 15:57:48,CNT002,SHP1047,Grapes,Nagpur,Chennai,21.08639,79.27852,2.28,90.05,0.13,1021.97,67,Closed,False,75.87,0.08,Healthy,Normal
2026-07-09 15:57:53,CNT004,SHP1048,Grapes,Hyderabad,Chennai,17.18459,78.46086,3.42,92.47,1.74,1009.38,80,Closed,False,23.49,0.4,Healthy,Warning
2026-07-09 15:57:58,CNT005,SHP1049,Avocados,Nagpur,Chennai,21.27171,78.93681,4.16,92.89,0.05,1005.66,99,Closed,False,48.99,0.18,Healthy,Normal
2026-07-09 15:58:03,CNT002,SHP1050,Mangoes,Pune,Kolkata,18.62165,73.82726,10.06,81.44,1.03,1011.65,69,Closed,False,38.87,0.26,Healthy,Normal
2026-07-09 15:58:08,CNT018,SHP1051,Potatoes,Bengaluru,Delhi,12.84544,77.59689,5.76,90.4,0.01,996.32,92,Closed,False,16.78,0.18,Faulty,Normal
2026-07-09 15:58:13,CNT013,SHP1052,Potatoes,Hyderabad,Chennai,17.3132,78.71323,7.62,92.09,1.73,1005.17,79,Closed,False,46.12,0.3,Healthy,Warning
2026-07-09 15:58:18,CNT012,SHP1053,Potatoes,Bengaluru,Delhi,13.15077,77.75264,6.89,88.04,0.86,1002.56,89,Closed,False,74.01,0.23,Healthy,Normal
2026-07-09 15:58:23,CNT025,SHP1054,Tomatoes,Nagpur,Chennai,21.17386,79.19344,12.7,81.98,0.83,1009.82,78,Open,True,88.84,0.38,Faulty,Warning
2026-07-09 15:58:28,CNT001,SHP1055,Potatoes,Hyderabad,Chennai,17.57926,78.41932,5.7,91.7,0.55,1018.45,80,Closed,False,49.21,0.26,Healthy,Normal
2026-07-09 15:58:33,CNT007,SHP1056,Grapes,Hyderabad,Chennai,17.2166,78.4196,0.33,91.48,1.04,1000.17,78,Open,True,81.86,0.32,Healthy,Warning
2026-07-09 15:58:38,CNT025,SHP1057,Potatoes,Hyderabad,Mumbai,17.55063,78.40733,6.31,86.69,0.59,1014.73,83,Open,True,53.52,0.24,Healthy,Normal
2026-07-09 15:58:43,CNT008,SHP1058,Avocados,Nagpur,Chennai,21.12062,79.02932,7.75,92.21,0.4,1008.3,79,Open,True,83.28,0.23,Healthy,Normal
2026-07-09 15:58:48,CNT004,SHP1059,Oranges,Vizag,Mumbai,17.77293,83.27829,3.08,83.15,1.59,1017.09,66,Closed,False,77.93,0.5,Healthy,Warning
2026-07-09 15:58:53,CNT018,SHP1060,Grapes,Hyderabad,Chennai,17.22596,78.26466,0.97,92.36,1.05,1010.16,82,Closed,False,18.15,0.27,Healthy,Normal
2026-07-09 15:58:58,CNT020,SHP1061,Grapes,Hyderabad,Chennai,17.14779,78.7229,0.38,90.81,1.86,1013.64,68,Closed,False,78.92,0.45,Faulty,Warning
2026-07-09 15:59:03,CNT015,SHP1062,Bananas,Vizag,Mumbai,17.93116,83.03214,13.12,82.38,0.65,1015.96,78,Open,True,41.58,0.2,Faulty,Normal
2026-07-09 15:59:08,CNT023,SHP1063,Oranges,Hyderabad,Chennai,17.18588,78.47751,4.08,88.63,0.95,1023.53,73,Open,True,40.39,0.3,Healthy,Warning
2026-07-09 15:59:13,CNT007,SHP1064,Apples,Vizag,Mumbai,17.48847,83.04366,3.17,86.64,1.87,1020.74,83,Open,True,51.16,0.43,Healthy,Warning
2026-07-09 15:59:18,CNT019,SHP1065,Avocados,Vizag,Mumbai,17.86896,83.09425,4.85,94.26,1.39,1024.23,91,Closed,False,66.94,0.32,Healthy,Warning
2026-07-09 15:59:23,CNT023,SHP1066,Avocados,Vizag,Mumbai,17.80625,83.1048,4.22,87.55,1.7,1022.4,94,Closed,False,3.48,0.45,Healthy,Warning
2026-07-09 15:59:28,CNT006,SHP1067,Apples,Pune,Kolkata,18.29204,73.73631,1.43,86.35,1.35,998.3,73,Closed,False,1.01,0.3,Healthy,Warning
2026-07-09 15:59:33,CNT025,SHP1068,Apples,Bengaluru,Delhi,13.22079,77.36228,3.82,88.05,1.59,1009.44,91,Closed,False,48.67,0.43,Faulty,Warning
2026-07-09 15:59:38,CNT021,SHP1069,Tomatoes,Pune,Kolkata,18.27147,73.68806,16.68,79.32,0.33,1020.0,90,Closed,False,77.29,0.27,Healthy,Normal
2026-07-09 15:59:43,CNT001,SHP1070,Avocados,Bengaluru,Delhi,12.94798,77.61766,5.18,89.3,0.17,1013.12,69,Closed,False,24.73,0.13,Healthy,Normal
2026-07-09 15:59:48,CNT006,SHP1071,Bananas,Hyderabad,Chennai,17.53685,78.67718,12.69,83.33,1.63,1003.02,75,Closed,False,42.27,0.38,Healthy,Warning
2026-07-09 15:59:53,CNT003,SHP1072,Tomatoes,Hyderabad,Chennai,17.15093,78.61072,12.94,82.35,1.17,1009.87,85,Open,True,26.28,0.41,Faulty,Warning
2026-07-09 15:59:58,CNT016,SHP1073,Apples,Vizag,Mumbai,17.88017,83.4306,2.89,89.28,1.33,1023.76,98,Open,True,23.17,0.31,Healthy,Warning
2026-07-09 16:00:03,CNT025,SHP1074,Tomatoes,Pune,Kolkata,18.28423,73.80508,12.57,84.48,1.79,1019.39,69,Closed,False,14.12,0.52,Healthy,Warning
2026-07-09 16:00:08,CNT008,SHP1075,Apples,Vizag,Mumbai,17.44382,83.11946,0.26,85.55,0.39,1010.57,76,Closed,False,49.51,0.26,Healthy,Normal
2026-07-09 16:00:13,CNT010,SHP1076,Avocados,Vizag,Mumbai,17.83197,83.37516,4.95,94.9,0.06,1002.71,92,Open,True,48.59,0.11,Healthy,Normal
2026-07-09 16:00:18,CNT024,SHP1077,Tomatoes,Vizag,Mumbai,17.91195,83.15256,12.31,72.46,1.61,996.06,74,Open,True,87.88,0.57,Healthy,Warning
2026-07-09 16:00:23,CNT017,SHP1078,Grapes,Vizag,Mumbai,17.44682,82.98123,0.1,92.99,1.19,1003.15,67,Closed,False,52.89,0.36,Healthy,Warning
2026-07-09 16:00:28,CNT021,SHP1079,Bananas,Nagpur,Chennai,21.27295,79.00127,13.85,87.59,0.24,1010.56,98,Closed,False,10.32,0.11,Faulty,Normal
2026-07-09 16:00:33,CNT015,SHP1080,Tomatoes,Vizag,Mumbai,17.45792,83.16204,17.09,83.96,0.91,1001.45,98,Closed,False,46.92,0.37,Healthy,Warning
2026-07-09 16:00:38,CNT015,SHP1081,Mangoes,Hyderabad,Mumbai,17.35883,78.40448,11.29,81.55,0.57,1022.85,92,Closed,False,1.51,0.22,Faulty,Normal
2026-07-09 16:00:43,CNT014,SHP1082,Apples,Bengaluru,Delhi,13.10435,77.67401,2.87,89.22,1.47,997.24,88,Closed,False,12.92,0.33,Healthy,Warning
2026-07-09 16:00:48,CNT004,SHP1083,Apples,Pune,Kolkata,18.29593,73.87615,2.01,86.49,1.54,1000.23,77,Open,True,79.18,0.29,Healthy,Normal
2026-07-09 16:00:53,CNT018,SHP1084,Grapes,Hyderabad,Chennai,17.58458,78.50359,0.78,91.75,1.76,1000.51,92,Closed,False,33.24,0.39,Healthy,Warning
2026-07-09 16:00:58,CNT003,SHP1085,Tomatoes,Vizag,Mumbai,17.93307,83.20726,16.15,80.43,0.0,1021.93,74,Closed,False,24.09,0.17,Healthy,Normal
2026-07-09 16:01:03,CNT005,SHP1086,Apples,Pune,Kolkata,18.44514,74.06105,3.27,88.44,0.4,1002.53,95,Closed,False,6.26,0.21,Healthy,Normal
2026-07-09 16:01:08,CNT014,SHP1087,Potatoes,Pune,Kolkata,18.33665,73.72213,5.67,90.86,0.69,998.34,78,Closed,False,58.37,0.29,Faulty,Normal
2026-07-09 16:01:13,CNT003,SHP1088,Bananas,Vizag,Mumbai,17.52105,82.97573,14.45,83.4,1.1,1012.31,90,Closed,False,52.23,0.31,Healthy,Warning
2026-07-09 16:01:18,CNT003,SHP1089,Mangoes,Bengaluru,Delhi,13.02499,77.45363,9.52,80.35,0.3,1006.69,76,Open,True,7.61,0.2,Healthy,Normal
2026-07-09 16:01:23,CNT020,SHP1090,Mangoes,Hyderabad,Chennai,17.50216,78.51979,12.16,86.05,0.93,1010.2,75,Closed,False,4.82,0.33,Healthy,Warning
2026-07-09 16:01:28,CNT002,SHP1091,Tomatoes,Nagpur,Chennai,21.15695,78.93553,12.2,80.7,1.21,1022.33,89,Closed,False,53.27,0.48,Faulty,Warning
2026-07-09 16:01:33,CNT002,SHP1092,Avocados,Nagpur,Chennai,21.29259,78.86096,5.51,91.38,1.37,1009.33,70,Closed,False,2.13,0.28,Healthy,Normal
2026-07-09 16:01:38,CNT001,SHP1093,Grapes,Nagpur,Chennai,20.9237,78.90578,0.63,90.79,1.88,1012.2,71,Open,True,14.38,0.43,Healthy,Warning
2026-07-09 16:01:43,CNT013,SHP1094,Mangoes,Nagpur,Chennai,21.35831,79.03152,9.06,87.01,0.64,1004.04,84,Open,True,12.07,0.26,Healthy,Normal
2026-07-09 16:01:48,CNT005,SHP1095,Oranges,Vizag,Mumbai,17.65543,83.38871,3.94,88.18,0.81,1022.35,82,Closed,False,60.0,0.29,Healthy,Normal
2026-07-09 16:01:53,CNT001,SHP1096,Bananas,Nagpur,Chennai,21.01156,78.87798,12.23,85.55,1.51,1009.56,96,Closed,False,34.23,0.39,Faulty,Warning
2026-07-09 16:01:58,CNT010,SHP1097,Grapes,Bengaluru,Delhi,12.91371,77.54144,0.18,91.52,1.1,1018.56,66,Closed,False,42.52,0.34,Healthy,Warning
2026-07-09 16:02:03,CNT009,SHP1098,Tomatoes,Nagpur,Chennai,21.23789,78.94403,17.5,77.24,0.64,1004.66,86,Open,True,28.51,0.39,Healthy,Warning
2026-07-09 16:02:08,CNT009,SHP1099,Grapes,Bengaluru,Delhi,12.72339,77.54024,3.87,91.78,1.18,1015.99,75,Closed,False,72.94,0.36,Faulty,Warning
2026-07-09 16:02:13,CNT014,SHP1100,Tomatoes,Vizag,Mumbai,17.50597,83.22833,17.02,81.08,1.96,1000.61,99,Open,True,20.99,0.53,Healthy,Warning
2026-07-09 16:02:18,CNT006,SHP1101,Oranges,Hyderabad,Chennai,17.20437,78.47217,7.92,85.73,0.74,1019.45,80,Closed,False,15.22,0.36,Healthy,Warning
2026-07-09 16:02:23,CNT005,SHP1102,Avocados,Hyderabad,Chennai,17.30486,78.70453,6.06,94.92,0.01,996.58,97,Closed,False,11.45,0.03,Healthy,Normal
2026-07-09 16:02:28,CNT002,SHP1103,Avocados,Bengaluru,Delhi,12.72592,77.72822,4.63,91.45,1.65,1010.78,96,Closed,False,11.3,0.39,Healthy,Warning
2026-07-09 16:02:33,CNT015,SHP1104,Avocados,Pune,Kolkata,18.32065,73.77604,6.13,87.34,0.29,1016.8,99,Closed,False,82.96,0.1,Healthy,Normal
2026-07-09 16:02:38,CNT014,SHP1105,Bananas,Hyderabad,Mumbai,17.52401,78.69661,12.42,80.2,0.27,996.11,78,Closed,False,22.6,0.21,Healthy,Normal
2026-07-09 16:02:43,CNT011,SHP1106,Apples,Pune,Kolkata,18.47114,73.86577,2.66,86.27,0.13,1024.08,75,Closed,False,48.79,0.13,Healthy,Normal
2026-07-09 16:02:48,CNT014,SHP1107,Potatoes,Pune,Kolkata,18.51084,73.83456,7.84,92.08,0.97,1013.84,81,Closed,False,70.61,0.2,Healthy,Normal
2026-07-09 16:02:53,CNT001,SHP1108,Bananas,Pune,Kolkata,18.39371,73.88376,13.87,82.75,0.43,999.54,81,Closed,False,57.1,0.16,Healthy,Normal
2026-07-09 16:02:58,CNT001,SHP1109,Mangoes,Nagpur,Chennai,21.24023,79.22365,8.44,81.24,0.91,1014.9,72,Closed,False,53.79,0.38,Healthy,Warning
2026-07-09 16:03:03,CNT001,SHP1110,Grapes,Vizag,Mumbai,17.79768,82.98287,1.63,91.52,0.82,1007.28,97,Closed,False,72.68,0.19,Healthy,Normal
2026-07-09 16:03:08,CNT014,SHP1111,Apples,Hyderabad,Mumbai,17.15207,78.37597,1.54,86.34,0.29,1021.01,71,Closed,False,85.03,0.13,Healthy,Normal
2026-07-09 16:03:13,CNT019,SHP1112,Bananas,Hyderabad,Mumbai,17.21986,78.43839,13.03,88.43,0.29,1010.26,82,Closed,False,49.03,0.13,Healthy,Normal
2026-07-09 16:03:18,CNT009,SHP1113,Mangoes,Pune,Kolkata,18.29359,74.03274,8.95,83.9,1.97,1022.88,76,Open,True,46.33,0.48,Healthy,Warning
2026-07-09 16:03:23,CNT014,SHP1114,Tomatoes,Nagpur,Chennai,21.05451,78.88697,16.51,74.96,0.96,1017.16,91,Closed,False,42.19,0.36,Healthy,Warning
2026-07-09 16:03:28,CNT014,SHP1115,Apples,Hyderabad,Mumbai,17.25235,78.53348,2.46,87.03,1.14,1002.63,97,Open,True,49.82,0.26,Healthy,Normal
2026-07-09 16:03:33,CNT014,SHP1116,Mangoes,Vizag,Mumbai,17.56119,83.35,10.36,86.91,1.98,1019.06,73,Closed,False,7.97,0.36,Faulty,Warning
2026-07-09 16:03:38,CNT004,SHP1117,Bananas,Pune,Kolkata,18.64228,73.90318,13.42,89.05,1.98,1009.78,73,Closed,False,30.49,0.35,Healthy,Warning
2026-07-09 16:03:43,CNT005,SHP1118,Oranges,Bengaluru,Delhi,12.92201,77.35483,4.67,88.29,0.03,1011.39,80,Open,True,20.1,0.12,Healthy,Normal
2026-07-09 16:03:48,CNT024,SHP1119,Tomatoes,Bengaluru,Delhi,12.88004,77.76032,14.88,74.43,0.51,1022.15,71,Closed,False,74.12,0.19,Healthy,Normal
2026-07-09 16:03:53,CNT017,SHP1120,Oranges,Vizag,Mumbai,17.43811,83.10314,6.79,83.89,1.35,1023.13,68,Closed,False,4.16,0.37,Healthy,Warning
2026-07-09 16:03:58,CNT008,SHP1121,Grapes,Nagpur,Chennai,20.94926,79.00118,0.99,92.95,1.32,1013.65,81,Open,True,16.3,0.31,Healthy,Warning
2026-07-09 16:04:03,CNT015,SHP1122,Potatoes,Bengaluru,Delhi,12.73809,77.69722,8.35,87.41,1.2,1023.83,88,Closed,False,7.64,0.3,Healthy,Warning
2026-07-09 16:04:08,CNT019,SHP1123,Bananas,Hyderabad,Mumbai,17.3003,78.52312,14.16,84.4,1.13,1002.7,90,Closed,False,79.93,0.28,Healthy,Normal
2026-07-09 16:04:13,CNT007,SHP1124,Tomatoes,Nagpur,Chennai,21.00341,78.88585,14.17,72.08,1.02,1021.02,74,Open,True,28.88,0.33,Healthy,Warning
2026-07-09 16:04:18,CNT019,SHP1125,Mangoes,Nagpur,Chennai,21.35812,78.89657,12.25,89.97,1.61,1012.14,96,Open,True,61.86,0.42,Faulty,Warning
2026-07-09 16:04:23,CNT017,SHP1126,Apples,Hyderabad,Mumbai,17.35506,78.40215,3.89,86.42,1.62,1002.01,100,Closed,False,54.06,0.45,Faulty,Warning
2026-07-09 16:04:28,CNT018,SHP1127,Potatoes,Bengaluru,Delhi,12.75382,77.83158,6.07,90.54,0.94,1000.49,71,Closed,False,70.65,0.29,Healthy,Normal
2026-07-09 16:04:33,CNT010,SHP1128,Mangoes,Pune,Kolkata,18.53694,73.773,9.0,81.08,1.47,1021.98,71,Closed,False,8.27,0.42,Healthy,Warning
2026-07-09 16:04:38,CNT009,SHP1129,Tomatoes,Vizag,Mumbai,17.51814,83.31438,12.4,81.83,0.1,1012.74,79,Closed,False,76.94,0.3,Healthy,Warning
2026-07-09 16:04:43,CNT010,SHP1130,Apples,Vizag,Mumbai,17.47435,83.40462,3.69,85.34,1.45,1012.51,77,Open,True,23.12,0.41,Healthy,Warning
2026-07-09 16:04:48,CNT008,SHP1131,Bananas,Vizag,Mumbai,17.83105,83.29409,12.01,87.13,0.23,1006.17,93,Open,True,52.1,0.21,Healthy,Normal
2026-07-09 16:04:53,CNT021,SHP1132,Avocados,Nagpur,Chennai,21.34738,79.16244,4.8,89.65,1.93,1003.13,88,Closed,False,21.87,0.43,Healthy,Warning
2026-07-09 16:04:58,CNT013,SHP1133,Grapes,Bengaluru,Delhi,13.10085,77.40912,0.37,92.53,0.05,1008.88,73,Closed,False,10.49,0.17,Healthy,Normal
2026-07-09 16:05:03,CNT011,SHP1134,Potatoes,Bengaluru,Delhi,13.05576,77.54615,6.73,85.14,0.98,1006.84,74,Closed,False,37.3,0.27,Healthy,Normal
2026-07-09 16:05:08,CNT008,SHP1135,Oranges,Bengaluru,Delhi,13.14118,77.65934,3.63,87.5,1.58,1005.82,82,Open,True,3.18,0.44,Faulty,Warning
2026-07-09 16:05:13,CNT008,SHP1136,Tomatoes,Hyderabad,Chennai,17.22319,78.52073,12.69,83.02,1.81,1008.27,67,Closed,False,4.6,0.52,Healthy,Warning
2026-07-09 16:05:18,CNT010,SHP1137,Grapes,Pune,Kolkata,18.58028,73.87087,0.08,90.24,0.28,1017.67,100,Open,True,17.68,0.23,Healthy,Normal
2026-07-09 16:05:23,CNT013,SHP1138,Avocados,Bengaluru,Delhi,12.82194,77.64088,5.57,90.48,1.89,1000.08,80,Closed,False,6.92,0.36,Healthy,Warning
2026-07-09 16:05:28,CNT015,SHP1139,Potatoes,Hyderabad,Mumbai,17.14678,78.64301,9.76,87.56,0.44,998.24,73,Closed,False,27.65,0.3,Healthy,Warning
2026-07-09 16:05:33,CNT002,SHP1140,Tomatoes,Bengaluru,Delhi,13.04077,77.55339,14.43,82.39,0.9,998.85,74,Closed,False,10.44,0.25,Healthy,Normal
2026-07-09 16:05:38,CNT010,SHP1141,Apples,Nagpur,Chennai,21.3137,79.00114,3.87,89.42,0.74,1010.67,74,Closed,False,79.18,0.3,Faulty,Warning
2026-07-09 16:05:43,CNT008,SHP1142,Oranges,Hyderabad,Mumbai,17.23226,78.353,5.78,85.93,1.12,997.96,77,Closed,False,62.51,0.25,Faulty,Normal
2026-07-09 16:05:48,CNT010,SHP1143,Potatoes,Bengaluru,Delhi,13.10814,77.37701,7.8,92.09,0.39,1023.65,98,Closed,False,16.99,0.11,Healthy,Normal
2026-07-09 16:05:53,CNT017,SHP1144,Oranges,Hyderabad,Chennai,17.20653,78.44855,6.89,83.73,1.36,1023.12,77,Open,True,72.24,0.38,Healthy,Warning
2026-07-09 16:05:58,CNT012,SHP1145,Tomatoes,Pune,Kolkata,18.6968,73.71651,13.87,77.66,0.89,995.33,84,Closed,False,14.51,0.31,Healthy,Warning
2026-07-09 16:06:03,CNT015,SHP1146,Tomatoes,Nagpur,Chennai,21.04415,78.97647,17.28,77.61,0.45,1019.17,84,Closed,False,25.94,0.34,Healthy,Warning
2026-07-09 16:06:08,CNT012,SHP1147,Mangoes,Vizag,Mumbai,17.52586,83.17519,12.79,84.1,0.56,1019.27,94,Closed,False,73.06,0.33,Healthy,Warning
2026-07-09 16:06:13,CNT025,SHP1148,Avocados,Bengaluru,Delhi,12.78238,77.71869,5.46,85.36,1.69,1022.03,73,Open,True,10.83,0.36,Healthy,Warning
